lang,raw,gold,pred_A,pred_B,is_nonstandard,A_correct,B_correct,change
en,@_khusna,@_khusna,@_khusna,@_khusna,False,True,True,both_TN
en,@_queenc1,@_queenc1,@_queenc1,@_queenc1,False,True,True,both_TN
en,@_rachelceline,@_rachelceline,@_rachelceline,@_rachelceline,False,True,True,both_TN
en,@_sellz,@_sellz,@_sellz,@_sellz,False,True,True,both_TN
en,@_steadygrinding,@_steadygrinding,@_steadygrinding,@_steadygrinding,False,True,True,both_TN
en,@aalishaalisha,@aalishaalisha,@aalishaalisha,@aalishaalisha,False,True,True,both_TN
en,@abee_ccc,@abee_ccc,@abee_ccc,@abee_ccc,False,True,True,both_TN
en,@acommonfemaie,@acommonfemaie,@acommonfemaie,@acommonfemaie,False,True,True,both_TN
en,@aggroampharos,@aggroampharos,@aggroampharos,@aggroampharos,False,True,True,both_TN
en,@aggy___,@aggy___,@aggy___,@aggy___,False,True,True,both_TN
en,@agoffsodmg,@agoffsodmg,@agoffsodmg,@agoffsodmg,False,True,True,both_TN
en,@ahlade,@ahlade,@ahlade,@ahlade,False,True,True,both_TN
en,@ahmad_alrefai,@ahmad_alrefai,@ahmad_alrefai,@ahmad_alrefai,False,True,True,both_TN
en,@ajology,@ajology,@ajology,@ajology,False,True,True,both_TN
en,@akashsonizee,@akashsonizee,@akashsonizee,@akashsonizee,False,True,True,both_TN
en,@alexlola16,@alexlola16,@alexlola16,@alexlola16,False,True,True,both_TN
en,@alexxthethird,@alexxthethird,@alexxthethird,@alexxthethird,False,True,True,both_TN
en,@alfonsesadallah,@alfonsesadallah,@alfonsesadallah,@alfonsesadallah,False,True,True,both_TN
en,@alicia___nm,@alicia___nm,@alicia___nm,@alicia___nm,False,True,True,both_TN
en,@all_in_updates,@all_in_updates,@all_in_updates,@all_in_updates,False,True,True,both_TN
en,@allfootballlive,@allfootballlive,@allfootballlive,@allfootballlive,False,True,True,both_TN
en,@alvin_eeq,@alvin_eeq,@alvin_eeq,@alvin_eeq,False,True,True,both_TN
en,@alyssaturnz,@alyssaturnz,@alyssaturnz,@alyssaturnz,False,True,True,both_TN
en,@amirulasyraf___,@amirulasyraf___,@amirulasyraf___,@amirulasyraf___,False,True,True,both_TN
en,@amnediel,@amnediel,@amnediel,@amnediel,False,True,True,both_TN
en,@andeandes,@andeandes,@andeandes,@andeandes,False,True,True,both_TN
en,@andegorov,@andegorov,@andegorov,@andegorov,False,True,True,both_TN
en,@andrew_hooooper,@andrew_hooooper,@andrew_hooooper,@andrew_hoooooper,False,True,False,B_new_FP
en,@angtinb,@angtinb,@angtinb,@angtinb,False,True,True,both_TN
en,@anmolzankar79,@anmolzankar79,@anmolzankar79,@anmolzankar79,False,True,True,both_TN
en,@anniebaabee,@anniebaabee,@anniebaabee,@anniebaabee,False,True,True,both_TN
en,@antioppars,@antioppars,@antioppars,@antioppars,False,True,True,both_TN
en,@aracelijasmine_,@aracelijasmine_,@aracelijasmine_,@aracelijasmine_,False,True,True,both_TN
en,@arisbrickler11,@arisbrickler11,@arisbrickler11,@arisbrickler11,False,True,True,both_TN
en,@asadcheema_,@asadcheema_,@asadcheema_,@asadcheema_,False,True,True,both_TN
en,@asco,@asco,@asco,@asco,False,True,True,both_TN
en,@ashanti,@ashanti,@ashanti,@ashanti,False,True,True,both_TN
en,@ashreymikhail,@ashreymikhail,@ashreymikhail,@ashreymikhail,False,True,True,both_TN
en,@ashton5sos,@ashton5sos,@ashton5sos,@ashton5sos,False,True,True,both_TN
en,@askforgardenia,@askforgardenia,@askforgardenia,@askforgardenia,False,True,True,both_TN
en,@asleee69,@asleee69,@asleee69,@asleee69,False,True,True,both_TN
en,@atm_garislunak,@atm_garislunak,@atm_garislunak,@atm_garislunak,False,True,True,both_TN
en,@atm_id,@atm_id,@atm_id,@atm_id,False,True,True,both_TN
en,@auliaahn_,@auliaahn_,@auliaahn_,@auliaahn_,False,True,True,both_TN
en,@aurak4s1h,@aurak4s1h,@aurak4s1h,@aurak4s1h,False,True,True,both_TN
en,@ayolodae,@ayolodae,@ayolodae,@ayolodae,False,True,True,both_TN
en,@b_tinnell1103,@b_tinnell1103,@b_tinnell1103,@b_tinnell1103,False,True,True,both_TN
en,@bandsvibes,@bandsvibes,@bandsvibes,@bandsvibes,False,True,True,both_TN
en,@basscampfest,@basscampfest,@basscampfest,@basscampfest,False,True,True,both_TN
en,@bbc5live,@bbc5live,@bbc5live,@bbc5live,False,True,True,both_TN
en,@bbcsporf,@bbcsporf,@bbcsporf,@bbcsporf,False,True,True,both_TN
en,@bbcsport,@bbcsport,@bbcsport,@bbcsport,False,True,True,both_TN
en,@beasiswaindo,@beasiswaindo,@beasiswaindo,@beasiswaindo,False,True,True,both_TN
en,@beautifulloser8,@beautifulloser8,@beautifulloser8,@beautifulloser8,False,True,True,both_TN
en,@beccagords,@beccagords,@beccagords,@beccagords,False,True,True,both_TN
en,@bkcarter,@bkcarter,@bkcarter,@bkcarter,False,True,True,both_TN
en,@blakemoran_,@blakemoran_,@blakemoran_,@blakemoran_,False,True,True,both_TN
en,@blenchii,@blenchii,@blenchii,@blenchii,False,True,True,both_TN
en,@bonkerstbh,@bonkerstbh,@bonkerstbh,@bonkerstbh,False,True,True,both_TN
en,@bouauon16rita,@bouauon16rita,@bouauon16rita,@bouauon16rita,False,True,True,both_TN
en,@bren_bitchass,@bren_bitchass,@bren_bitchass,@bren_bitchass,False,True,True,both_TN
en,@brittpescatore,@brittpescatore,@brittpescatore,@brittpescatore,False,True,True,both_TN
en,@brooksbeau,@brooksbeau,@brooksbeau,@brooksbeau,False,True,True,both_TN
en,@btsxnamja,@btsxnamja,@btsxnamja,@btsxnamja,False,True,True,both_TN
en,@byunbaeek06,@byunbaeek06,@byunbaeek06,@byunbaeek06,False,True,True,both_TN
en,@byxns,@byxns,@byxns,@byxns,False,True,True,both_TN
en,@cabrerayhan,@cabrerayhan,@cabrerayhan,@cabrerayhan,False,True,True,both_TN
en,@calum5sos,@calum5sos,@calum5sos,@calum5sos,False,True,True,both_TN
en,@calvinharris,@calvinharris,@calvinharris,@calvinharris,False,True,True,both_TN
en,@camilacabello97,@camilacabello97,@camilacabello97,@camilacabello97,False,True,True,both_TN
en,@casy_21,@casy_21,@casy_21,@casy_21,False,True,True,both_TN
en,@cdutra5,@cdutra5,@cdutra5,@cdutra5,False,True,True,both_TN
en,@celinecullen,@celinecullen,@celinecullen,@celinecullen,False,True,True,both_TN
en,@cg_diablo,@cg_diablo,@cg_diablo,@cg_diablo,False,True,True,both_TN
en,@chaos,@chaos,@chaos,@chaos,False,True,True,both_TN
en,@chaskaborek,@chaskaborek,@chaskaborek,@chaskaborek,False,True,True,both_TN
en,@chenbaekhun,@chenbaekhun,@chenbaekhun,@chenbaekhun,False,True,True,both_TN
en,@chennaiipl,@chennaiipl,@chennaiipl,@chennaiipl,False,True,True,both_TN
en,@chlldhoodruiner,@chlldhoodruiner,@chlldhoodruiner,@chlldhoodruiner,False,True,True,both_TN
en,@choiaffley,@choiaffley,@choiaffley,@choiaffley,False,True,True,both_TN
en,@chris_kammy,@chris_kammy,@chris_kammy,@chris_kammy,False,True,True,both_TN
en,@chrisstaranto,@chrisstaranto,@chrisstaranto,@chrisstaranto,False,True,True,both_TN
en,@christianpeirce,@christianpeirce,@christianpeirce,@christianpeirce,False,True,True,both_TN
en,@comedyortruth,@comedyortruth,@comedyortruth,@comedyortruth,False,True,True,both_TN
en,@comedytruth,@comedytruth,@comedytruth,@comedytruth,False,True,True,both_TN
en,@cookieeek,@cookieeek,@cookieeek,@cookieeek,False,True,True,both_TN
en,@cossymalinga,@cossymalinga,@cossymalinga,@cossymalinga,False,True,True,both_TN
en,@crazyguys32,@crazyguys32,@crazyguys32,@crazyguys32,False,True,True,both_TN
en,@crzy_pc_fangirl,@crzy_pc_fangirl,@crzy_pc_fangirl,@crzy_pc_fangirl,False,True,True,both_TN
en,@cupidstal,@cupidstal,@cupidstal,@cupidstal,False,True,True,both_TN
en,@curly_loubear,@curly_loubear,@curly_loubear,@curly_loubear,False,True,True,both_TN
en,@curlyboyplease,@curlyboyplease,@curlyboyplease,@curlyboyplease,False,True,True,both_TN
en,@curlygirly262,@curlygirly262,@curlygirly262,@curlygirly262,False,True,True,both_TN
en,@dancing2kpop,@dancing2kpop,@dancing2kpop,@dancing2kpop,False,True,True,both_TN
en,@dav07855,@dav07855,@dav07855,@dav07855,False,True,True,both_TN
en,@davidegooner,@davidegooner,@davidegooner,@davidegooner,False,True,True,both_TN
en,@davidjmartinez3,@davidjmartinez3,@davidjmartinez3,@davidjmartinez3,False,True,True,both_TN
en,@davidntcpride,@davidntcpride,@davidntcpride,@davidntcpride,False,True,True,both_TN
en,@deadlinedaylive,@deadlinedaylive,@deadlinedaylive,@deadlinedaylive,False,True,True,both_TN
en,@dedyharefa,@dedyharefa,@dedyharefa,@dedyharefa,False,True,True,both_TN
en,@deedeespeaks,@deedeespeaks,@deedeespeaks,@deedeespeaks,False,True,True,both_TN
en,@demberel_s,@demberel_s,@demberel_s,@demberel_s,False,True,True,both_TN
en,@dhiane_zg,@dhiane_zg,@dhiane_zg,@dhiane_zg,False,True,True,both_TN
en,@doktorg,@doktorg,@doktorg,@doktorg,False,True,True,both_TN
en,@dreeeaa,@dreeeaa,@dreeeaa,@dreeeaa,False,True,True,both_TN
en,@dunny_gage716,@dunny_gage716,@dunny_gage716,@dunny_gage716,False,True,True,both_TN
en,@eatmycake3,@eatmycake3,@eatmycake3,@eatmycake3,False,True,True,both_TN
en,@eatthisnotthat,@eatthisnotthat,@eatthisnotthat,@eatthisnotthat,False,True,True,both_TN
en,@efsonenoch,@efsonenoch,@efsonenoch,@efsonenoch,False,True,True,both_TN
en,@eksoplanet,@eksoplanet,@eksoplanet,@eksoplanet,False,True,True,both_TN
en,@el_dinand27,@el_dinand27,@el_dinand27,@el_dinand27,False,True,True,both_TN
en,@electionista,@electionista,@electionista,@electionista,False,True,True,both_TN
en,@epiomey,@epiomey,@epiomey,@epiomey,False,True,True,both_TN
en,@erdenebatts,@erdenebatts,@erdenebatts,@erdenebatts,False,True,True,both_TN
en,@ericpostus,@ericpostus,@ericpostus,@ericpostus,False,True,True,both_TN
en,@espnstatsinfo,@espnstatsinfo,@espnstatsinfo,@espnstatsinfo,False,True,True,both_TN
en,@eu_tb,@eu_tb,@eu_tb,@eu_tb,False,True,True,both_TN
en,@evalongoria,@evalongoria,@evalongoria,@evalongoria,False,True,True,both_TN
en,@evestevejenko,@evestevejenko,@evestevejenko,@evestevejenko,False,True,True,both_TN
en,@exo_baekhyun06,@exo_baekhyun06,@exo_baekhyun06,@exo_baekhyun06,False,True,True,both_TN
en,@exofanbase,@exofanbase,@exofanbase,@exofanbase,False,True,True,both_TN
en,@exoffical_,@exoffical_,@exoffical_,@exoffical_,False,True,True,both_TN
en,@exoindonesia,@exoindonesia,@exoindonesia,@exoindonesia,False,True,True,both_TN
en,@exokkkai,@exokkkai,@exokkkai,@exokkkai,False,True,True,both_TN
en,@exoseoul,@exoseoul,@exoseoul,@exoseoul,False,True,True,both_TN
en,@famoushollybay,@famoushollybay,@famoushollybay,@famoushollybay,False,True,True,both_TN
en,@fanclubpriyanka,@fanclubpriyanka,@fanclubpriyanka,@fanclubpriyanka,False,True,True,both_TN
en,@fansofjusbieber,@fansofjusbieber,@fansofjusbieber,@fansofjusbieber,False,True,True,both_TN
en,@fateemabgt20,@fateemabgt20,@fateemabgt20,@fateemabgt20,False,True,True,both_TN
en,@ferrydwiiee,@ferrydwiiee,@ferrydwiiee,@ferrydwiiee,False,True,True,both_TN
en,@fgw,@fgw,@fgw,@fgw,False,True,True,both_TN
en,@fixgurls,@fixgurls,@fixgurls,@fixgurls,False,True,True,both_TN
en,@flamingfucks,@flamingfucks,@flamingfucks,@flamingfucks,False,True,True,both_TN
en,@freelunchbob,@freelunchbob,@freelunchbob,@freelunchbob,False,True,True,both_TN
en,@funnypicsdepot,@funnypicsdepot,@funnypicsdepot,@funnypicsdepot,False,True,True,both_TN
en,@furtive_glances,@furtive_glances,@furtive_glances,@furtive_glances,False,True,True,both_TN
en,@gapeach_est1083,@gapeach_est1083,@gapeach_est1083,@gapeach_est1083,False,True,True,both_TN
en,@gg_world1,@gg_world1,@gg_world1,@gg_world1,False,True,True,both_TN
en,@ggtaeyer,@ggtaeyer,@ggtaeyer,@ggtaeyer,False,True,True,both_TN
en,@gladgrande,@gladgrande,@gladgrande,@gladgrande,False,True,True,both_TN
en,@gladonce,@gladonce,@gladonce,@gladonce,False,True,True,both_TN
en,@glo_riah,@glo_riah,@glo_riah,@glo_riah,False,True,True,both_TN
en,@go0se_,@go0se_,@go0se_,@go0se_,False,True,True,both_TN
en,@gotti_riq,@gotti_riq,@gotti_riq,@gotti_riq,False,True,True,both_TN
en,@gscinemas,@gscinemas,@gscinemas,@gscinemas,False,True,True,both_TN
en,@guardianstyle,@guardianstyle,@guardianstyle,@guardianstyle,False,True,True,both_TN
en,@gugaxd,@gugaxd,@gugaxd,@gugaxd,False,True,True,both_TN
en,@habschick66,@habschick66,@habschick66,@habschick66,False,True,True,both_TN
en,@hannah_downey19,@hannah_downey19,@hannah_downey19,@hannah_downey19,False,True,True,both_TN
en,@hannahkrams,@hannahkrams,@hannahkrams,@hannahkrams,False,True,True,both_TN
en,@happyeols,@happyeols,@happyeols,@happyeols,False,True,True,both_TN
en,@harleyhorcrux,@harleyhorcrux,@harleyhorcrux,@harleyhorcrux,False,True,True,both_TN
en,@haroobomkum,@haroobomkum,@haroobomkum,@haroobomkum,False,True,True,both_TN
en,@harry_styles,@harry_styles,@harry_styles,@harry_styles,False,True,True,both_TN
en,@hazelnewts,@hazelnewts,@hazelnewts,@hazelnewts,False,True,True,both_TN
en,@heather79xx,@heather79xx,@heather79xx,@heather79xx,False,True,True,both_TN
en,@helobay,@helobay,@helobay,@helobay,False,True,True,both_TN
en,@hemmoftniam,@hemmoftniam,@hemmoftniam,@hemmoftniam,False,True,True,both_TN
en,@hemmomehappy,@hemmomehappy,@hemmomehappy,@hemmomehappy,False,True,True,both_TN
en,@hewillbeherlast,@hewillbeherlast,@hewillbeherlast,@hewillbeherlast,False,True,True,both_TN
en,@high_oninfinity,@high_oninfinity,@high_oninfinity,@high_oninfinity,False,True,True,both_TN
en,@hipployta,@hipployta,@hipployta,@hipployta,False,True,True,both_TN
en,@hollybruntonx,@hollybruntonx,@hollybruntonx,@hollybruntonx,False,True,True,both_TN
en,@hollyv_12,@hollyv_12,@hollyv_12,@hollyv_12,False,True,True,both_TN
en,@honeylo_mein,@honeylo_mein,@honeylo_mein,@honeylo_mein,False,True,True,both_TN
en,@hoodjesusyo,@hoodjesusyo,@hoodjesusyo,@hoodjesusyo,False,True,True,both_TN
en,@horryputtor,@horryputtor,@horryputtor,@horryputtor,False,True,True,both_TN
en,@hugh_wragg,@hugh_wragg,@hugh_wragg,@hugh_wragg,False,True,True,both_TN
en,@hyuncho88,@hyuncho88,@hyuncho88,@hyuncho88,False,True,True,both_TN
en,@iamfionaaa,@iamfionaaa,@iamfionaaa,@iamfionaaa,False,True,True,both_TN
en,@ianblurton,@ianblurton,@ianblurton,@ianblurton,False,True,True,both_TN
en,@ihb6,@ihb6,@ihb6,@ihb6,False,True,True,both_TN
en,@im_vir95,@im_vir95,@im_vir95,@im_vir95,False,True,True,both_TN
en,@imniallsmichael,@imniallsmichael,@imniallsmichael,@imniallsmichael,False,True,True,both_TN
en,@inchesentapp,@inchesentapp,@inchesentapp,@inchesentapp,False,True,True,both_TN
en,@indigorabb,@indigorabb,@indigorabb,@indigorabb,False,True,True,both_TN
en,@inukaisuke,@inukaisuke,@inukaisuke,@inukaisuke,False,True,True,both_TN
en,@isyrq,@isyrq,@isyrq,@isyrq,False,True,True,both_TN
en,@itshysterie,@itshysterie,@itshysterie,@itshysterie,False,True,True,both_TN
en,@itsohsodemi,@itsohsodemi,@itsohsodemi,@itsohsodemi,False,True,True,both_TN
en,@itsretroralph,@itsretroralph,@itsretroralph,@itsretroralph,False,True,True,both_TN
en,@izsyamim,@izsyamim,@izsyamim,@izsyamim,False,True,True,both_TN
en,@jac_accomando,@jac_accomando,@jac_accomando,@jac_accomando,False,True,True,both_TN
en,@jackobws,@jackobws,@jackobws,@jackobws,False,True,True,both_TN
en,@jacobwhitesides,@jacobwhitesides,@jacobwhitesides,@jacobwhitesides,False,True,True,both_TN
en,@jakcloth,@jakcloth,@jakcloth,@jakcloth,False,True,True,both_TN
en,@jake_macneil3,@jake_macneil3,@jake_macneil3,@jake_macneil3,False,True,True,both_TN
en,@jaquariahs,@jaquariahs,@jaquariahs,@jaquariahs,False,True,True,both_TN
en,@jayronne_xd,@jayronne_xd,@jayronne_xd,@jayronne_xd,False,True,True,both_TN
en,@jbeavrrs,@jbeavrrs,@jbeavrrs,@jbeavrrs,False,True,True,both_TN
en,@jbuck1306,@jbuck1306,@jbuck1306,@jbuck1306,False,True,True,both_TN
en,@jen_royle,@jen_royle,@jen_royle,@jen_royle,False,True,True,both_TN
en,@jhemiijam,@jhemiijam,@jhemiijam,@jhemiijam,False,True,True,both_TN
en,@jlambert96,@jlambert96,@jlambert96,@jlambert96,False,True,True,both_TN
en,@joehowe08,@joehowe08,@joehowe08,@joehowe08,False,True,True,both_TN
en,@joeyzdark47,@joeyzdark47,@joeyzdark47,@joeyzdark47,False,True,True,both_TN
en,@johnloooup,@johnloooup,@johnloooup,@johnloooooup,False,True,False,B_new_FP
en,@johnmasso77,@johnmasso77,@johnmasso77,@johnmasso77,False,True,True,both_TN
en,@jokesatibapa,@jokesatibapa,@jokesatibapa,@jokesatibapa,False,True,True,both_TN
en,@jonqhyeon,@jonqhyeon,@jonqhyeon,@jonqhyeon,False,True,True,both_TN
en,@jorgearangure,@jorgearangure,@jorgearangure,@jorgearangure,False,True,True,both_TN
en,@jtcongleton,@jtcongleton,@jtcongleton,@jtcongleton,False,True,True,both_TN
en,@jumpseatviews,@jumpseatviews,@jumpseatviews,@jumpseatviews,False,True,True,both_TN
en,@justinbieber,@justinbieber,@justinbieber,@justinbieber,False,True,True,both_TN
en,@justinftshots_,@justinftshots_,@justinftshots_,@justinftshots_,False,True,True,both_TN
en,@kawaiiglasses,@kawaiiglasses,@kawaiiglasses,@kawaiiglasses,False,True,True,both_TN
en,@keshiaoneil,@keshiaoneil,@keshiaoneil,@keshiaoneil,False,True,True,both_TN
en,@kimpoyfeliciano,@kimpoyfeliciano,@kimpoyfeliciano,@kimpoyfeliciano,False,True,True,both_TN
en,@kmcdonald19,@kmcdonald19,@kmcdonald19,@kmcdonald19,False,True,True,both_TN
en,@knockknock0408,@knockknock0408,@knockknock0408,@knockknock0408,False,True,True,both_TN
en,@kotakasablanka,@kotakasablanka,@kotakasablanka,@kotakasablanka,False,True,True,both_TN
en,@kpoppa_iu,@kpoppa_iu,@kpoppa_iu,@kpoppa_iu,False,True,True,both_TN
en,@krungy21,@krungy21,@krungy21,@krungy21,False,True,True,both_TN
en,@kyshunmorrise23,@kyshunmorrise23,@kyshunmorrise23,@kyshunmorrise23,False,True,True,both_TN
en,@kyugngsoo,@kyugngsoo,@kyugngsoo,@kyugngsoo,False,True,True,both_TN
en,@ladailynews,@ladailynews,@ladailynews,@ladailynews,False,True,True,both_TN
en,@larrydagem,@larrydagem,@larrydagem,@larrydagem,False,True,True,both_TN
en,@lastqueenjay__,@lastqueenjay__,@lastqueenjay__,@lastqueenjay__,False,True,True,both_TN
en,@laurenloserface,@laurenloserface,@laurenloserface,@laurenloserface,False,True,True,both_TN
en,@layixingworld,@layixingworld,@layixingworld,@layixingworld,False,True,True,both_TN
en,@lee_pweddy,@lee_pweddy,@lee_pweddy,@lee_pweddy,False,True,True,both_TN
en,@leely_m,@leely_m,@leely_m,@leely_m,False,True,True,both_TN
en,@leeraberry,@leeraberry,@leeraberry,@leeraberry,False,True,True,both_TN
en,@lensss_,@lensss_,@lensss_,@lensss_,False,True,True,both_TN
en,@lesbihonestx3,@lesbihonestx3,@lesbihonestx3,@lesbihonestx3,False,True,True,both_TN
en,@liamonaprayer,@liamonaprayer,@liamonaprayer,@liamonaprayer,False,True,True,both_TN
en,@littlemix_ig,@littlemix_ig,@littlemix_ig,@littlemix_ig,False,True,True,both_TN
en,@littopipirobert,@littopipirobert,@littopipirobert,@littopipirobert,False,True,True,both_TN
en,@locketmin0923,@locketmin0923,@locketmin0923,@locketmin0923,False,True,True,both_TN
en,@lohanthony,@lohanthony,@lohanthony,@lohanthony,False,True,True,both_TN
en,@lord_prospit,@lord_prospit,@lord_prospit,@lord_prospit,False,True,True,both_TN
en,@louandtea,@louandtea,@louandtea,@louandtea,False,True,True,both_TN
en,@louistomlintun,@louistomlintun,@louistomlintun,@louistomlintun,False,True,True,both_TN
en,@lovekaido,@lovekaido,@lovekaido,@lovekaido,False,True,True,both_TN
en,@lowkeyniya15,@lowkeyniya15,@lowkeyniya15,@lowkeyniya15,False,True,True,both_TN
en,@lrngltzn,@lrngltzn,@lrngltzn,@lrngltzn,False,True,True,both_TN
en,@luis34g,@luis34g,@luis34g,@luis34g,False,True,True,both_TN
en,@luke5sos,@luke5sos,@luke5sos,@luke5sos,False,True,True,both_TN
en,@maanavsingh11,@maanavsingh11,@maanavsingh11,@maanavsingh11,False,True,True,both_TN
en,@margaret_curran,@margaret_curran,@margaret_curran,@margaret_curran,False,True,True,both_TN
en,@marijuanasoldie,@marijuanasoldie,@marijuanasoldie,@marijuanasoldie,False,True,True,both_TN
en,@marzhabeltran,@marzhabeltran,@marzhabeltran,@marzhabeltran,False,True,True,both_TN
en,@mayorofdmv,@mayorofdmv,@mayorofdmv,@mayorofdmv,False,True,True,both_TN
en,@mcabee_clint,@mcabee_clint,@mcabee_clint,@mcabee_clint,False,True,True,both_TN
en,@mellentb,@mellentb,@mellentb,@mellentb,False,True,True,both_TN
en,@melly_belly23,@melly_belly23,@melly_belly23,@melly_belly23,False,True,True,both_TN
en,@mentionto,@mentionto,@mentionto,@mentionto,False,True,True,both_TN
en,@michmerc126,@michmerc126,@michmerc126,@michmerc126,False,True,True,both_TN
en,@mier4_,@mier4_,@mier4_,@mier4_,False,True,True,both_TN
en,@migosatl,@migosatl,@migosatl,@migosatl,False,True,True,both_TN
en,@mingkki21,@mingkki21,@mingkki21,@mingkki21,False,True,True,both_TN
en,@minyoonghei,@minyoonghei,@minyoonghei,@minyoonghei,False,True,True,both_TN
en,@misunderstudios,@misunderstudios,@misunderstudios,@misunderstudios,False,True,True,both_TN
en,@mizcous,@mizcous,@mizcous,@mizcous,False,True,True,both_TN
en,@mizdurie,@mizdurie,@mizdurie,@mizdurie,False,True,True,both_TN
en,@mjthegreatsd,@mjthegreatsd,@mjthegreatsd,@mjthegreatsd,False,True,True,both_TN
en,@mlgsina,@mlgsina,@mlgsina,@mlgsina,False,True,True,both_TN
en,@modomoshop,@modomoshop,@modomoshop,@modomoshop,False,True,True,both_TN
en,@mominabbas2000,@mominabbas2000,@mominabbas2000,@mominabbas2000,False,True,True,both_TN
